#,timestamp,open,high,low,close,volume,rsi,rsi -1,rsi -2,rsi -3,rsi -4,rsi -5,rsi -6,rsi -7,rsi -8,rsi -9,obv,obv -1,obv -2,obv -3,obv -4,obv -5,obv -6,obv -7,obv -8,obv -9,atr,atr -1,atr -2,atr -3,atr -4,atr -5,atr -6,atr -7,atr -8,atr -9,outcome20,net_change
1,25/04/2023 12:00,27390.96,27482.71,27199.17,27345,8847.60442,47.44685965817289,-1.452917232,2.8086465650533867,0.4947612949346478,-4.747179048,-0.584799278,3.5456497155271123,-6.103189978,-2.547707393,-18.62691804,26975.252230000002,-8847.60442,-2215.62793,-7355.93914,-12666.00775,-7977.32126,4332.0972,-7088.13085,3225.778390000003,-2975.20828,326.88641641373664,-3.334339724,-9.379782504,-18.41718242,-23.70669002,-32.19385206,-10.81694963,3.249714518692656,8.823814372920253,18.972844985165125,29276.75,1931.75
2,25/04/2023 16:00,27345,27790.19,27316.2,27611.4,10129.47641,55.66892851100212,8.222068852829231,6.769151620726433,11.030715417882618,8.716830148,3.4748898048989574,7.637269574847032,11.767718568356344,2.1188788745051284,5.67436146,37104.72864,10129.47641,1281.8719899999996,7913.848480000001,2773.5372700000007,-2536.53134,2152.1551499999987,14461.57361,3041.3455600000016,13355.254800000002,337.3938152413267,10.507398827590066,7.173059103456524,1.1276163236204297,-7.909783593,-13.1992912,-21.68645323,-0.309550804,13.757113346282722,19.33121320051032,29195.58,1584.18
3,25/04/2023 20:00,27611.39,28399.99,27611.01,28300.79,16265.70923,69.12902611928031,13.46009760827819,21.68216646110742,20.229249229004623,24.490813026160808,22.17692775604207,16.934987413177147,21.097367183125222,25.227816176634533,15.578976482783318,53370.43787,16265.70923,26395.18564,17547.58122,24179.55771,19039.2465,13729.177889999999,18417.86438,30727.28284,19307.054790000002,369.6499712955179,32.256156054191194,42.76355488178126,39.42921515764772,33.383772377811624,24.346372461065187,19.05686485841477,10.569702824791307,31.946605250119944,46.01326940047392,29289.44,988.65
4,26/04/2023 00:00,28300.8,28481,28244.62,28309.1,9794.44476,69.25022612353257,0.12120000425225896,13.581297612530449,21.80336646535968,20.35044923325688,24.612013030413067,22.298127760294328,17.056187417429406,21.21856718737748,25.349016180886792,63164.88263,9794.444759999998,26060.15399,36189.630399999995,27342.02598,33974.00247,28833.69126,23523.622649999998,28212.309139999998,40521.7276,360.1306876315524,-9.519283664,22.73687239,33.244271217815765,29.909931493682222,23.86448871384613,14.827088797099691,9.537581194449274,1.050419160825811,22.42732158615445,29234.39,925.29
5,26/04/2023 04:00,28309.09,28599,28301.05,28376.18,8441.48637,70.26506255040852,1.014836426875945,1.136036431128204,14.596134039406394,22.818202892235625,21.365285660132827,25.626849457289012,23.312964187170273,18.07102384430535,22.233403614253426,71606.369,8441.486370000006,18235.931130000004,34501.640360000005,44631.11677000001,35783.512350000005,42415.488840000005,37275.177630000006,31965.109020000004,36653.79551,355.68920994358444,-4.441477688,-13.96076135,18.295394702257738,28.802793529847804,25.46845380571426,19.423011025878168,10.38561110913173,5.096103506481313,-3.391058527,29210.24,834.06
6,26/04/2023 08:00,28376.19,29138.83,28371.99,28952.32,21338.25434,77.21919362,6.954131067009087,7.968967493885032,8.090167498,21.55026510641548,29.772333959244712,28.319416727141913,32.58098052,30.26709525417936,25.025154911314438,92944.62334,21338.25434,29779.740710000005,39574.185470000004,55839.894700000004,65969.37111000001,57121.766690000004,63753.743180000005,58613.431970000005,53303.36336,385.0571235190427,29.36791357545826,24.92643589,15.407152223524804,47.66330828,58.170707105306064,54.83636738117252,48.79092460133643,39.75352468458999,34.46401708193957,29031,78.68
7,26/04/2023 12:00,28952.31,30036,28952.31,29820.03,29557.57382,83.48404518907434,6.264851571656735,13.218982638665821,14.233819065541766,14.355019069794025,27.815116678072215,36.037185530901446,34.58426829879865,38.84583209595483,36.531946825836094,122502.19716000001,29557.573820000005,50895.828160000005,59337.31453000001,69131.75929000002,85397.46852000001,95526.94493000001,86679.34051000001,93311.31700000001,88171.00579000001,434.95947183911096,49.902348320068256,79.27026189552652,74.82878420755856,65.30950054359306,97.56565659778425,108.07305542537432,104.73871570124078,98.69327292140468,89.65587300465825,29138.25,-681.78
8,26/04/2023 16:00,29820.02,29900,27694.06,27884.24,27955.54863,50.27013221408929,-33.21391297,-26.9490614,-19.99493034,-18.98009391,-18.85889391,-5.398796297,2.8232725559163967,1.3703553238135981,5.631919120969783,94546.64853,-27955.54863,1602.0251900000003,22940.27953,31381.765900000006,41176.210660000004,57441.919890000005,67571.39630000001,58723.791880000004,65355.768370000005,561.4580809934602,126.4986091543492,176.40095747441745,205.7688710498757,201.32739336190775,191.80810969794226,224.06426575213345,234.57166457972352,231.23732485558997,225.19188207575388,29079.59,1195.35
9,26/04/2023 20:00,27884.25,28739.99,27235,28415.29,32141.09611,55.50051418527613,5.230381971186844,-27.983531,-21.71867943,-14.76454837,-13.74971194,-13.62851193,-0.168414326,8.053654527103241,6.600737295000442,126687.7446,32141.09611,4185.547479999994,33743.1213,55081.37564,63522.862010000004,73317.30677,89583.016,99712.49241,90864.88799,628.8532180653559,67.39513707189576,193.89374622624496,243.7960945463132,273.1640081217715,268.7225304338035,259.2032468,291.4594028240292,301.9668016516193,298.63246192748574,29171.22,755.93
10,27/04/2023 00:00,28415.29,29480.5,28378.86,28885.79,22447.76067,59.55885438,4.058340195,9.288722165995914,-23.92519081,-17.66033924,-10.70620817,-9.691371743,-9.570171739,3.889925869083079,12.11199472191231,149135.5053,22447.760670000003,54588.85678,26633.308149999997,56190.88197,77529.13631,85970.62268,95765.06744000001,112030.7767,122160.25308000001,662.6237025,33.77048442,101.16562149579886,227.66423065014806,277.5665789702163,306.9344925456746,302.4930148577066,292.9737311937411,325.2298872479323,335.7372860755224,29160.53,274.74
